Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2000 [YR2000],1998 [YR1998],1996 [YR1996]
Cayman Islands,CYM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,74.51923,74.03846,73.07692,73.07692,72.59615,72.51185,72.51185,72.51185,72.2488,73.20574,69.41747,69.90292,69.7561,75,71.42857,77.55102,88.77551,87.69231,88.60104,89.07104
Cayman Islands,CYM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,95.19231,95.19231,93.75,92.78846,94.71154,94.78673,95.26067,96.20853,96.17225,96.17225,98.05825,97.57281,98.04878,95.58823,95.07389,97.44898,100,100,100,100
Cayman Islands,CYM,Government Effectiveness: Standard Error,GE.STD.ERR,0.3318715,0.3347294,0.3207268,0.3306262,0.3515804,0.301569,0.3141281,0.3293605,0.3352921,0.3228908,0.4522182,0.469347,0.4337758,0.30696,0.4110788,0.36345,0.2995045,0.3430663,0.310279,0.1876176
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.149285,1.190547,1.168496,1.153418,1.046347,1.017615,0.9593844,1.336361,1.149638,1.094433,1.116136,1.086767,1.107798,1.193962,1.237212,0.8531293,0.792757,0.7141891,0.7300959,0.7184954
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,1,1,1
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,90,91.90476,91.90476,90.95238,86.66666,82.46445,79.14692,96.68246,88.6256,88.15166,89.42308,89.37198,89.37198,90.29126,93.68932,73.86935,73.01588,72.48677,72.34042,70.74468
Cayman Islands,CYM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,69.04762,70.95238,70.95238,69.04762,67.14286,63.50711,62.08531,72.51185,67.29858,65.40285,65.38461,63.28502,60.86956,65.04855,66.01942,49.74874,44.97355,35.44973,35.6383,37.23404
Cayman Islands,CYM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.52381,99.52381,99.52381,99.52381,99.52381,99.52607,98.5782,99.52607,99.52607,100,100,100,100,100,100,98.99497,99.4709,98.9418,100,100
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2831305,0.2953578,0.2737383,0.2644217,0.2583826,0.3197596,0.2969246,0.2941373,0.301821,0.3117616,0.3330689,0.3310883,0.3637845,0.3702046,0.3744562,0.41368,0.520825,0.5970712,0.5757331,0.6135068
Central African Republic,CAF,Control of Corruption: Number of Sources,CC.NO.SRC,10,10,10,9,10,10,9,9,9,9,6,7,6,6,6,5,4,4,4,2
Central African Republic,CAF,Control of Corruption: Estimate,CC.EST,-1.233395,-1.173213,-1.280002,-1.308061,-1.160163,-1.090757,-0.9927816,-0.9467087,-0.9296519,-0.9766904,-1.115491,-1.189861,-1.210749,-1.278493,-1.385589,-1.160548,-1.091485,-1.176626,-1.006412,-1.140931
Central African Republic,CAF,Control of Corruption: Percentile Rank,CC.PER.RNK,10.57692,11.53846,8.653846,7.211538,11.05769,12.32228,16.58768,18.48341,18.09524,18.18182,11.65049,8.252427,8.292683,8.292683,3.902439,9.090909,10.60606,8.121827,15.46392,11.29032
Central African Republic,CAF,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,3.365385,4.807693,1.923077,1.442308,2.884615,3.317536,4.739336,6.161138,7.619048,5.741627,2.427185,1.456311,0.9756098,0,0,0.5050505,0,0,0.5154639,0
Central African Republic,CAF,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,15.86539,17.78846,13.46154,13.46154,20.19231,22.27488,28.43602,28.90995,30,26.79426,25.24272,19.90291,19.5122,18.04878,14.14634,24.74747,32.32323,27.91878,34.53608,32.25806
Central African Republic,CAF,Control of Corruption: Standard Error,CC.STD.ERR,0.1701442,0.1766409,0.180387,0.1778702,0.184191,0.186651,0.1868311,0.1767318,0.177248,0.1776048,0.2196924,0.2130592,0.2142935,0.2134912,0.2104613,0.2379649,0.2841845,0.2732641,0.2795054,0.340507
Central African Republic,CAF,Government Effectiveness: Estimate,GE.EST,-1.720417,-1.765036,-1.771704,-1.78465,-1.848333,-1.609883,-1.448529,-1.282366,-1.387743,-1.41218,-1.374411,-1.537028,-1.504425,-1.564509,-1.531203,-1.460073,-1.538998,-1.324443,-1.251533,-1.406051
Central African Republic,CAF,Government Effectiveness: Number of Sources,GE.NO.SRC,9,9,9,8,9,9,8,8,8,8,5,6,5,5,5,4,4,3,3,1
Central African Republic,CAF,Government Effectiveness: Percentile Rank,GE.PER.RNK,2.884615,3.365385,2.884615,1.442308,1.442308,1.421801,4.739336,8.056872,5.741627,5.263158,5.339806,3.398058,3.902439,2.941176,3.940887,3.571429,3.061224,5.641026,7.253886,6.010929
Central African Republic,CAF,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0.9615384,0.4807692,0.4807692,0.4807692,0,0,0.4739336,2.369668,0.9569378,0.9569378,0.4854369,0.4854369,0,0,0,0.5102041,0.5102041,2.564103,2.590674,2.185792
Central African Republic,CAF,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,8.173077,6.25,6.730769,6.25,5.288462,8.056872,13.74408,17.53555,13.39713,12.91866,16.50485,14.56311,13.17073,10.78431,8.866995,12.7551,9.183674,16.41026,19.17098,12.56831
Central African Republic,CAF,Government Effectiveness: Standard Error,GE.STD.ERR,0.2011058,0.1980494,0.1898726,0.1961577,0.2019603,0.1890933,0.2136654,0.2171318,0.2163963,0.2119289,0.2604761,0.2732937,0.261207,0.2291873,0.2308796,0.2537095,0.231609,0.2626222,0.2545051,0.1876176
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.281261,-2.006213,-1.789267,-1.904765,-2.699193,-2.154897,-1.852923,-1.789389,-2.020625,-1.905314,-1.842395,-1.854586,-1.851548,-1.430053,-1.424798,-1.538547,-1.734491,-1.12105,-1.139869,-1.210247
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,2.857143,4.761905,7.142857,6.666667,0.4761905,3.317536,5.21327,5.21327,3.791469,4.739336,6.25,5.797101,5.31401,9.223301,8.737864,8.040201,4.232804,15.34391,13.82979,11.70213
Central African Republic,CAF,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,0.952381,1.904762,4.285714,2.380952,0,0.9478673,2.369668,1.895735,1.421801,1.421801,1.923077,1.932367,0.4830918,2.912621,3.883495,2.512563,0,5.291005,5.319149,3.723404
Central African Republic,CAF,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,5.238095,8.571428,9.047619,7.619048,4.285714,5.21327,7.109005,9.952606,7.109005,9.00474,10.57692,10.14493,12.56039,21.35922,18.93204,20.1005,19.04762,32.80423,30.31915,31.91489
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2339885,0.2342936,0.2254117,0.2202124,0.2133969,0.2501242,0.2438815,0.2607768,0.2609218,0.2687808,0.3107432,0.3081072,0.3326429,0.3338709,0.3313479,0.3504379,0.4386366,0.4556421,0.4353236,0.4753152
Chad,TCD,Control of Corruption: Number of Sources,CC.NO.SRC,11,11,11,11,11,11,10,10,10,10,10,10,10,7,7,6,4,4,4,2
Chad,TCD,Control of Corruption: Estimate,CC.EST,-1.410393,-1.432357,-1.487879,-1.363967,-1.31569,-1.351272,-1.313718,-1.328819,-1.381054,-1.402205,-1.522943,-1.383073,-1.351849,-1.506754,-1.380428,-1.37436,-1.147589,-1.106478,-1.257526,-1.380424
Chad,TCD,Control of Corruption: Percentile Rank,CC.PER.RNK,6.730769,5.288462,4.807693,5.288462,6.25,4.265403,3.791469,4.739336,2.857143,2.870813,1.456311,3.883495,4.878049,1.463415,4.878049,4.040404,9.090909,11.16751,6.185567,3.225806
Chad,TCD,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0.4807692,0.9615384,0,0.4807692,0.4807692,0,0,0,0.4761905,0,0,0,0.4878049,0,0,0,0,0,0,0
Chad,TCD,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,11.05769,12.01923,10.09615,12.01923,13.94231,12.32228,15.16588,15.16588,12.85714,11.00478,4.854369,10.67961,12.19512,10.73171,13.65854,11.11111,31.31313,30.96447,25.25773,25.26882
Chad,TCD,Control of Corruption: Standard Error,CC.STD.ERR,0.1604078,0.1670949,0.1714144,0.1676349,0.1726527,0.175266,0.1771117,0.1660991,0.1676104,0.1661443,0.1591214,0.1615817,0.1581649,0.1942959,0.19033,0.2092212,0.2841845,0.2732641,0.2795054,0.340507
Chad,TCD,Government Effectiveness: Estimate,GE.EST,-1.528847,-1.469803,-1.511895,-1.461036,-1.495927,-1.388831,-1.488766,-1.370537,-1.466302,-1.445783,-1.576653,-1.626121,-1.484556,-1.383892,-1.168478,-1.050446,-0.8493667,-0.7014695,-0.5752642,-0.6369361
Chad,TCD,Government Effectiveness: Number of Sources,GE.NO.SRC,10,10,10,10,10,10,9,9,9,9,9,9,9,6,6,5,4,3,3,1
Chad,TCD,Government Effectiveness: Percentile Rank,GE.PER.RNK,6.730769,6.25,6.25,6.730769,6.25,7.109005,3.317536,6.635071,4.30622,4.30622,2.427185,2.427185,4.390244,5.882353,8.866995,12.7551,19.89796,25.64103,30.05181,30.60109
Chad,TCD,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,1.923077,1.442308,2.403846,1.442308,1.442308,0.4739336,0.4739336,1.421801,0.4784689,0.9569378,0.4854369,0.4854369,0,0.4901961,4.433497,4.081633,8.67347,10.25641,13.98964,16.93989
Chad,TCD,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,9.615385,11.53846,9.615385,12.01923,12.01923,13.74408,11.84834,14.21801,10.52632,10.52632,8.252427,7.281553,9.268292,13.72549,19.70443,26.02041,37.2449,46.66667,50.7772,43.71585
Chad,TCD,Government Effectiveness: Standard Error,GE.STD.ERR,0.1893241,0.1867144,0.1810597,0.1858526,0.1897836,0.1789158,0.2006349,0.2037666,0.2048372,0.1971567,0.2027697,0.2093074,0.1817742,0.2024921,0.2037217,0.2209828,0.231609,0.2626222,0.2545051,0.1876176
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.478995,-1.28733,-1.302365,-0.9745526,-1.568883,-1.089472,-1.044117,-1.318085,-1.524828,-1.728324,-1.966756,-1.865933,-1.832306,-1.443999,-1.539692,-1.372347,-1.560969,-1.135942,-1.303815,-0.9972209
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,2,2,2,2
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,8.095238,9.523809,10.47619,16.19048,8.095238,15.63981,16.58768,11.37441,9.00474,5.687204,4.326923,5.31401,5.797101,8.252427,7.281553,10.55276,10.05291,14.81481,11.17021,18.08511
Chad,TCD,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,5.238095,7.619048,7.142857,9.047619,6.190476,7.582938,7.582938,5.21327,4.265403,2.369668,1.923077,2.415459,0.4830918,3.398058,3.398058,4.020101,0.5291005,4.761905,4.255319,5.319149
Chad,TCD,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,12.85714,16.19048,15.2381,23.80952,9.047619,23.22275,24.64455,19.43128,13.27014,11.37441,9.134615,9.178744,10.14493,19.90291,18.4466,23.11558,20.63492,32.27513,26.06383,38.82979
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.2293836,0.2305025,0.2213775,0.215962,0.2072911,0.2423417,0.2367679,0.2549746,0.2543235,0.2615881,0.2567917,0.2541185,0.2605059,0.3203117,0.3225043,0.3357281,0.4386366,0.4556421,0.4353236,0.4753152
Chile,CHL,Control of Corruption: Number of Sources,CC.NO.SRC,14,13,14,13,13,14,14,14,14,14,14,14,14,11,10,9,8,7,7,6
Chile,CHL,Control of Corruption: Estimate,CC.EST,1.012118,1.039291,1.140054,1.27997,1.488503,1.541565,1.582224,1.528443,1.497289,1.380127,1.376727,1.396431,1.457343,1.470515,1.373608,1.311239,1.592268,1.586007,1.380602,1.454119
Chile,CHL,Control of Corruption: Percentile Rank,CC.PER.RNK,81.73077,82.21154,82.69231,87.5,90.86539,90.52132,90.99526,90.04739,90.47619,89.47369,90.7767,90.7767,91.21951,91.21951,89.7561,85.85859,91.41414,91.87817,89.69072,90.32258
Chile,CHL,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,79.80769,79.80769,79.80769,82.21154,87.01923,87.67773,88.6256,88.15166,85.2381,84.21053,83.00971,84.46602,84.87805,84.39024,83.90244,81.81818,85.85859,85.7868,82.47423,81.18279
Chile,CHL,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,84.13461,87.01923,89.42308,90.38461,92.78846,93.36493,93.83886,93.36493,92.85714,91.38756,91.74757,91.74757,91.70731,92.68293,91.70731,91.41414,92.42424,93.40102,92.26804,93.01075
Chile,CHL,Control of Corruption: Standard Error,CC.STD.ERR,0.1223864,0.1261564,0.1334442,0.1325926,0.1320328,0.1360284,0.1363351,0.1465972,0.1562157,0.1524033,0.1478517,0.1476721,0.142942,0.1524199,0.155723,0.1652955,0.1738006,0.1888203,0.1846321,0.2103251
Chile,CHL,Government Effectiveness: Estimate,GE.EST,1.084034,0.8435157,1.010753,1.086102,1.161332,1.264524,1.264068,1.247598,1.27253,1.247791,1.168234,1.275488,1.034509,1.23629,1.190407,1.224551,1.147711,1.122833,1.195396,1.337977
Chile,CHL,Government Effectiveness: Number of Sources,GE.NO.SRC,10,9,10,10,10,10,10,10,10,10,10,11,11,9,9,8,8,6,6,6
Chile,CHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,81.73077,77.88461,79.32692,83.17308,84.61539,86.72986,86.25592,85.30806,86.60287,85.16747,84.46602,87.37864,82.43903,85.29412,84.72906,86.22449,84.69388,84.61539,85.49223,86.88525
Chile,CHL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75.48077,69.23077,73.07692,74.03846,74.03846,77.72512,77.72512,77.25118,78.4689,77.51196,77.18446,80.09708,75.12195,78.92157,78.81773,79.59184,78.06123,79.48718,79.27461,83.60656
Chile,CHL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,88.94231,85.09615,88.46154,87.98077,90.86539,92.41706,92.891,92.41706,93.30144,91.86603,88.34952,91.26214,87.80488,89.70588,89.16256,89.28571,88.77551,87.69231,89.11917,89.07104
Chile,CHL,Government Effectiveness: Standard Error,GE.STD.ERR,0.1854095,0.213248,0.1964069,0.2052675,0.2054331,0.1957652,0.197472,0.1988485,0.2001327,0.1942991,0.2017978,0.1937953,0.1742087,0.1709719,0.177186,0.1752026,0.1718094,0.1926554,0.1976163,0.1679885
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.4252459,0.4170224,0.4131105,0.4334392,0.4475169,0.3637425,0.3311021,0.4525534,0.6796045,0.6032314,0.4331903,0.4071552,0.6141229,0.8446506,0.6921353,0.7632741,1.091703,0.4869662,0.0352888,0.6783237
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,6,6,5,4,4
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,61.42857,61.90476,60.47619,60,60,59.71564,57.8199,62.08531,68.24644,66.82465,58.65385,58.9372,64.7343,74.27184,70.87379,71.8593,84.65608,66.13757,46.80851,68.61702
Chile,CHL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,49.04762,48.57143,48.57143,51.42857,50.47619,45.49763,42.65403,48.81517,54.02843,51.18483,44.71154,42.99517,52.17391,57.28156,53.39806,54.77387,68.25397,42.85714,29.25532,49.46809
Chile,CHL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,73.80952,71.90476,71.90476,70,70.95238,67.77251,69.19431,71.56398,87.20379,84.83412,75,74.87923,81.64251,93.20388,89.80582,94.47236,97.3545,80.42328,67.55319,92.02128
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.211271,0.211684,0.2049565,0.1981644,0.1922474,0.2257874,0.2196655,0.2385224,0.2393309,0.2418599,0.241629,0.2391296,0.2459985,0.2706144,0.2793393,0.2832122,0.2861308,0.3135704,0.3454628,0.3738571
Colombia,COL,Control of Corruption: Number of Sources,CC.NO.SRC,15,15,15,15,15,16,17,17,16,16,16,16,15,13,12,9,8,7,7,6
Colombia,COL,Control of Corruption: Estimate,CC.EST,-0.3014929,-0.3700208,-0.3242517,-0.2981746,-0.3686264,-0.405205,-0.3874514,-0.2887937,-0.385391,-0.309453,-0.2376168,-0.2159635,-0.122551,-0.1322573,-0.12893,-0.1789923,-0.2381676,-0.396754,-0.4973065,-0.5122544
Colombia,COL,Control of Corruption: Percentile Rank,CC.PER.RNK,44.71154,43.75,44.71154,47.59615,44.23077,42.1801,43.12796,49.2891,42.38095,46.88995,50.48544,51.45631,53.65854,53.17073,53.65854,52.52525,48.48485,40.60914,36.08247,36.55914
Colombia,COL,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,36.53846,31.25,32.69231,36.53846,33.17308,31.75356,31.75356,36.96682,30.47619,33.97129,37.86408,37.86408,41.95122,43.41463,42.43903,40.40404,34.34343,29.44162,25.25773,23.11828
Colombia,COL,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,53.36538,50.48077,53.84615,54.80769,52.40385,53.5545,53.08057,55.92417,54.28571,56.45933,58.73787,57.76699,59.5122,58.04878,58.04878,61.11111,59.59596,54.82233,50,50.53764
Colombia,COL,Control of Corruption: Standard Error,CC.STD.ERR,0.1182229,0.1208834,0.1319515,0.1310062,0.130378,0.1334404,0.1330205,0.1412328,0.1509045,0.1481611,0.1443134,0.1466619,0.1423356,0.1512539,0.1536437,0.1652955,0.1738006,0.1888203,0.1846321,0.2103251
Colombia,COL,Government Effectiveness: Estimate,GE.EST,-0.0852262,-0.0738818,0.0154443,-0.0361266,-0.1005563,0.0713581,0.022952,0.0388793,-0.0592384,-0.2459242,-0.0287408,-0.0468053,-0.1666891,-0.1780718,-0.1821401,-0.1526648,-0.41275,-0.321533,-0.2344777,-0.4586289
Colombia,COL,Government Effectiveness: Number of Sources,GE.NO.SRC,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,8,8,6,6,6
Colombia,COL,Government Effectiveness: Percentile Rank,GE.PER.RNK,50,51.44231,53.36538,52.40385,49.51923,57.8199,57.34597,56.39811,51.67464,48.80383,54.36893,52.42719,50.2439,49.5098,51.23153,52.04082,40.30612,44.61538,48.18653,36.61202
Colombia,COL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.42308,37.01923,41.82692,40.86538,38.46154,46.4455,45.0237,45.49763,41.62679,36.36364,44.66019,44.17476,38.53659,39.21569,38.42365,39.79592,27.55102,28.71795,30.56995,22.40437
Colombia,COL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,62.01923,61.53846,65.38461,64.42308,62.01923,64.92891,63.03318,65.40285,63.15789,57.41627,65.04855,62.62136,58.53659,57.84314,61.57635,62.7551,52.04082,55.89743,59.58549,49.18033
Colombia,COL,Government Effectiveness: Standard Error,GE.STD.ERR,0.1831254,0.1905654,0.1889718,0.1965327,0.194905,0.1896839,0.1913348,0.1928814,0.1928542,0.188545,0.1966328,0.1937953,0.1742087,0.1709719,0.177186,0.1752026,0.1718094,0.1926554,0.1976163,0.1679885
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8133885,-0.7726035,-0.8824593,-1.069147,-1.114594,-1.291972,-1.40181,-1.284656,-1.537185,-1.831908,-1.850909,-1.80328,-1.901591,-2.056107,-2.269416,-2.374467,-1.950178,-1.603681,-1.788261,-1.641695
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,6,6,5,4,4
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,17.61905,17.61905,16.19048,12.85714,10.95238,10.42654,8.056872,12.32228,8.530806,5.21327,5.769231,7.246377,3.864734,2.912621,2.427185,1.005025,2.645503,8.465609,6.382979,6.914894
Colombia,COL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,12.38095,11.90476,10.95238,9.047619,8.095238,6.635071,5.21327,5.21327,4.265403,1.895735,1.923077,2.415459,0.4830918,0.4854369,0.4854369,0,0,1.058201,0.5319149,2.12766
Colombia,COL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,29.04762,30,24.76191,21.42857,19.52381,18.00948,16.58768,19.43128,13.27014,9.00474,9.615385,9.178744,8.695652,6.310679,4.368932,4.020101,10.58201,15.87302,12.23404,17.02128
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.211271,0.211684,0.2049565,0.1981644,0.1922474,0.2257874,0.2196655,0.2385224,0.2393309,0.2418599,0.241629,0.2391296,0.2459985,0.2706144,0.2793393,0.2832122,0.2861308,0.3135704,0.3454628,0.3738571
Comoros,COM,Control of Corruption: Number of Sources,CC.NO.SRC,7,7,7,6,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,2
Comoros,COM,Control of Corruption: Estimate,CC.EST,-0.8164125,-0.684956,-0.6658682,-0.7191136,-0.6122024,-0.73996,-0.7833758,-0.7906244,-0.8069158,-0.8286337,-0.7902945,-0.7067446,-0.696618,-0.8848742,-0.8999703,-0.8556129,-0.8974847,-1.106156,-1.226254,-0.998565
Comoros,COM,Control of Corruption: Percentile Rank,CC.PER.RNK,22.59615,26.44231,29.32692,25.96154,31.73077,25.11848,23.69668,22.74882,21.90476,22.00957,22.81553,28.15534,28.29268,19.02439,19.5122,20.70707,22.22222,11.67513,7.216495,16.66667
Comoros,COM,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,10.57692,13.46154,12.98077,11.53846,13.94231,10.42654,10.42654,8.056872,7.619048,6.220096,7.76699,11.65049,12.19512,8.292683,8.292683,5.555555,1.515152,0,0.5154639,0.5376344
Comoros,COM,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,37.98077,44.71154,45.67308,46.63462,51.44231,45.97157,43.12796,43.12796,41.90476,40.19139,40.29126,47.08738,44.39024,38.04878,35.60976,41.41414,41.41414,30.96447,28.35052,39.24731
Comoros,COM,Control of Corruption: Standard Error,CC.STD.ERR,0.2060391,0.2213582,0.2203675,0.2454732,0.2522002,0.2553928,0.2513204,0.2473508,0.2481745,0.2491648,0.239145,0.244033,0.2413393,0.2348601,0.2351059,0.2723513,0.2841845,0.2732641,0.2795054,0.340507
Comoros,COM,Government Effectiveness: Estimate,GE.EST,-1.639134,-1.566743,-1.552775,-1.522007,-1.67404,-1.589367,-1.550861,-1.760505,-1.743063,-1.769843,-1.775537,-1.757584,-1.677348,-1.601033,-1.542946,-1.278985,-0.8046831,-1.188423,-1.581981,-1.662423
Comoros,COM,Government Effectiveness: Number of Sources,GE.NO.SRC,6,6,6,5,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,1
Comoros,COM,Government Effectiveness: Percentile Rank,GE.PER.RNK,3.846154,5.288462,5.288462,5.769231,2.403846,1.895735,2.843602,1.421801,0.9569378,0.9569378,0.9708738,0.9708738,1.463415,1.960784,3.448276,5.612245,23.46939,8.205129,3.626943,3.278688
Comoros,COM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0.9615384,0.9615384,0.9615384,0.9615384,0.4807692,0,0,0,0,0,0,0,0,0,0,1.020408,8.67347,2.564103,0.5181347,0.5464481
Comoros,COM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,9.615385,10.57692,9.615385,12.5,8.653846,10.90047,12.79621,7.109005,6.698565,6.698565,5.339806,7.76699,8.780488,10.78431,8.866995,20.91837,42.85714,22.5641,9.326425,6.010929
Comoros,COM,Government Effectiveness: Standard Error,GE.STD.ERR,0.2342786,0.2277677,0.2185398,0.2324086,0.2378525,0.22356,0.2643578,0.2698932,0.2678463,0.2615219,0.2687684,0.2982151,0.2818837,0.245769,0.2522355,0.2830932,0.2558005,0.2626222,0.2545051,0.1876176
Comoros,COM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.2032647,0.0360746,0.0357599,-0.2327915,-0.1869102,-0.2569292,-0.452308,-0.5527361,-0.5629393,-0.7667361,-1.107348,-1.094133,-0.3597731,-0.435432,-0.1630222,-0.6726829,0.4030806,0.0218698,0.5639963,0.5067192
Comoros,COM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2
Comoros,COM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,39.04762,47.61905,48.09524,37.61905,37.61905,37.44076,33.64929,29.38389,26.54029,20.85308,14.42308,15.94203,32.85024,33.98058,39.32039,26.63317,60.84656,45.50265,65.95744,62.23404
Comoros,COM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,23.80952,30.47619,31.90476,22.85714,25.71428,21.80095,18.48341,13.74408,13.74408,11.37441,8.653846,7.729469,17.3913,16.99029,22.3301,13.56784,32.27513,24.33862,38.29787,37.23404
